gender,season,occasion,dress_type,product,shoes,accessory,color,fabric,budget
male,summer,mehndi,eastern,shalwar kameez,khussa,belt,orange,linen,3592
female,spring,mehndi,eastern,kurti + plazo,sandals,earrings + necklace,green,chiffon,18532
male,summer,barat,western,t shirt + shorts,boots,belt,red,lawn,16806
female,winter,christmas,eastern,long frock + coat,sandals,handbag + bracelet,red,leather,2270
male,spring,mehndi,western,blazer + jeans,formal shoes,belt,green,cotton,7664
female,spring,walima,eastern,kurti + plazo,flats,handbag + earrings,white,chiffon,11006
male,winter,walima,eastern,kurta + waistcoat,peshawari chappal,watch,silver,denim,18132
female,summer,mehndi,eastern,kurti + trouser,flats,handbag + bracelet,yellow,lawn,5956
male,summer,mehndi,western,t shirt + shorts,sneakers,belt,yellow,lawn,16842
female,summer,christmas,eastern,long frock + tights,sandals,earrings,green,cotton,17551
male,summer,barat,western,hawaiian shirt + chinos,boots,cap,red,linen,4176
female,spring,barat,western,top + jeans,heels,necklace,gold,cotton,5412
male,summer,office,eastern,kurta + pajama,khussa,belt + watch,silver,cotton,16670
female,spring,barat,western,top + jeans,boots,earrings,maroon,chiffon,19258
female,autumn,office,eastern,kurti + trouser,flats,necklace,silver,denim,10915
female,spring,walima,eastern,kurti + plazo,khussa,handbag,silver,chiffon,2322
female,winter,barat,eastern,long frock + coat,sandals,bracelet,maroon,leather,18471
male,winter,barat,western,hoodie + jeans,sneakers,cap,gold,leather,16090
female,summer,barat,eastern,short frock + plazo,flats,earrings,maroon,lawn,12278
male,autumn,barat,eastern,kurta + waistcoat,peshawari chappal,cap,gold,denim,16362
male,summer,wedding,eastern,shalwar kameez,khussa,cap,gold,lawn,3326
female,winter,office,western,sweater + jeans,boots,necklace,brown,leather,19212
female,autumn,barat,eastern,kurti + trouser,khussa,handbag + earrings,maroon,denim,5699
male,spring,mehndi,western,dress shirt + chinos,formal shoes,watch,orange,cotton,3955
female,autumn,wedding,eastern,kurti + trouser,sandals,handbag,red,linen,14634
female,winter,casual,western,hoodie + baggy jeans,sandals,handbag,white,leather,2020
female,summer,barat,western,t shirt + skirt,sneakers,bracelet + handbag,gold,cotton,16803
female,winter,casual,western,sweater + jeans,sneakers,necklace + earrings,silver,wool,2592
male,spring,christmas,western,blazer + jeans,loafers,watch,green,chiffon,15854
female,spring,mehndi,eastern,kurti + plazo,sandals,necklace,yellow,chiffon,18929
female,summer,mehndi,eastern,kurti + trouser,flats,handbag,yellow,cotton,13395
male,autumn,christmas,eastern,kurta + waistcoat,peshawari chappal,belt + watch,red,denim,9637
male,summer,barat,eastern,shalwar kameez,khussa,belt,maroon,cotton,4192
male,spring,casual,western,t shirt + joggers,boots,belt,beige,cotton,18297
female,winter,walima,western,turtle neck + coat,boots,handbag,white,denim,19034
female,spring,office,western,top + jeans,heels,bracelet,maroon,chiffon,16624
female,autumn,wedding,western,light jacket + top + jeans,sneakers,bracelet + necklace,red,linen,1926
female,autumn,walima,western,light jacket + top + jeans,sneakers,necklace,silver,linen,8557
male,autumn,barat,eastern,kurta + waistcoat,peshawari chappal,watch,gold,denim,9309
female,winter,casual,western,sweater + jeans,sneakers,handbag,navy,wool,3017
female,autumn,mehndi,western,light jacket + top + jeans,sandals,necklace + earrings,orange,linen,12149
female,summer,walima,western,top + baggy jeans,sandals,earrings + bracelet,silver,linen,19641
female,summer,walima,western,dress,sneakers,handbag,silver,linen,8972
male,winter,casual,western,turtle neck + jeans,sneakers,watch,maroon,denim,12852
male,autumn,mehndi,eastern,kurta + waistcoat,peshawari chappal,cap,green,linen,11366
male,autumn,mehndi,western,shirt + jeans,sneakers,belt,yellow,linen,14508
male,autumn,eid,eastern,kurta + waistcoat,khussa,belt + cap,white,denim,15086
female,summer,barat,western,top + baggy jeans,boots,handbag,red,lawn,1378
male,spring,wedding,eastern,kurta + pajama,khussa,watch,red,cotton,16050
female,autumn,wedding,eastern,kurti + trouser,khussa,bracelet,gold,denim,16584
male,winter,wedding,western,hoodie + jeans,boots,belt,maroon,leather,3291
male,autumn,barat,western,light jacket + chinos,loafers,watch + cap,gold,linen,12785
male,spring,eid,eastern,kurta + pajama,khussa,belt,white,chiffon,11616
female,spring,eid,western,dress shirt + pants,boots,handbag,pastel,chiffon,6908
female,winter,mehndi,western,hoodie + baggy jeans,sandals,earrings,yellow,denim,10707
male,spring,walima,eastern,kurta + pajama,khussa,watch,white,chiffon,9003
male,autumn,barat,eastern,kurta + waistcoat,peshawari chappal,watch,maroon,linen,7633
female,autumn,mehndi,eastern,kurti + trouser,flats,handbag + necklace,yellow,linen,1344
male,winter,casual,eastern,shalwar kameez + shawl,khussa,cap + watch,gold,wool,14940
male,spring,barat,eastern,kurta + pajama,peshawari chappal,cap,gold,cotton,11801
male,winter,christmas,eastern,shalwar kameez + shawl,peshawari chappal,cap + belt,green,leather,13741
female,autumn,walima,eastern,kurti + trouser,flats,earrings,white,denim,2513
female,summer,casual,western,dress,sneakers,earrings + bracelet,gold,linen,1094
male,summer,casual,western,t shirt + shorts,loafers,cap,black,lawn,13809
male,spring,barat,eastern,kurta + pajama,peshawari chappal,belt + watch,gold,cotton,1895
female,autumn,casual,eastern,kurti + trouser,flats,bracelet + earrings,black,linen,9301
male,summer,mehndi,western,t shirt + jeans,loafers,watch + belt,yellow,lawn,19633
male,winter,barat,eastern,shalwar kameez + shawl,peshawari chappal,watch,gold,wool,10216
female,autumn,mehndi,western,light jacket + top + jeans,heels,necklace + bracelet,orange,linen,13057
male,autumn,wedding,western,light jacket + chinos,loafers,cap + belt,red,linen,14865
female,spring,casual,western,dress shirt + pants,boots,handbag,orange,cotton,17634
male,autumn,casual,western,light jacket + chinos,loafers,watch,orange,linen,10866
male,summer,office,eastern,kurta + pajama,khussa,belt + cap,brown,lawn,1688
male,summer,casual,eastern,kurta + pajama,khussa,cap,silver,cotton,17897
male,spring,mehndi,western,t shirt + joggers,sneakers,cap,yellow,chiffon,18315
female,autumn,christmas,western,light jacket + top + jeans,sneakers,handbag,red,linen,2264
female,autumn,christmas,eastern,kurti + trouser,flats,handbag,red,linen,17291
female,winter,walima,western,hoodie + baggy jeans,heels,handbag,white,wool,13474
female,autumn,walima,western,light jacket + top + jeans,boots,bracelet,white,linen,2533
female,winter,walima,eastern,kurta + shawl,sandals,earrings + necklace,white,leather,6463
male,spring,eid,eastern,kurta + pajama,khussa,cap,pastel,cotton,7652
female,autumn,wedding,eastern,kurti + trouser,flats,earrings,maroon,linen,5429
male,autumn,wedding,western,light jacket + chinos,boots,belt,gold,denim,6611
male,autumn,barat,western,light jacket + chinos,formal shoes,watch,gold,denim,17306
male,winter,wedding,eastern,kurta + waistcoat,peshawari chappal,cap,gold,wool,11954
female,summer,casual,western,top + baggy jeans,sneakers,bracelet + necklace,beige,lawn,18167
female,winter,office,western,turtle neck + coat,heels,earrings,yellow,leather,17909
female,summer,eid,eastern,kurti + trouser,flats,handbag,white,cotton,5863
female,winter,casual,eastern,long frock + coat,sandals,bracelet,purple,leather,15107
male,summer,mehndi,western,t shirt + shorts,sneakers,watch + belt,green,lawn,3444
male,summer,eid,eastern,shalwar kameez,khussa,cap,pastel,linen,12414
female,spring,casual,eastern,kurti + plazo,flats,necklace,beige,cotton,9823
male,winter,wedding,western,hoodie + jeans,loafers,belt,red,wool,1655
male,spring,walima,western,dress shirt + chinos,boots,watch,white,chiffon,12360
female,autumn,barat,western,light jacket + top + jeans,heels,earrings,gold,denim,4981
female,autumn,wedding,western,light jacket + top + jeans,heels,necklace + earrings,red,denim,11957
female,autumn,wedding,western,light jacket + top + jeans,sneakers,necklace,red,denim,4668
female,spring,eid,western,dress shirt + pants,boots,necklace + bracelet,white,cotton,2970
male,winter,eid,eastern,shalwar kameez + shawl,peshawari chappal,belt + cap,pastel,wool,8082
male,winter,casual,eastern,kurta + waistcoat,peshawari chappal,belt,gold,denim,9225
male,winter,wedding,western,sweatshirt + joggers,loafers,watch + belt,gold,denim,17725
male,autumn,barat,eastern,kurta + waistcoat,khussa,belt,gold,denim,5973
male,winter,barat,western,sweatshirt + joggers,boots,cap,maroon,wool,17622
male,summer,wedding,eastern,shalwar kameez,khussa,belt + cap,maroon,cotton,13231
female,autumn,office,eastern,kurti + trouser,flats,handbag,silver,denim,5710
male,autumn,christmas,western,shirt + jeans,sneakers,cap,red,linen,15958
male,autumn,eid,western,light jacket + chinos,sneakers,cap,pastel,denim,4767
male,winter,barat,eastern,shalwar kameez + shawl,peshawari chappal,belt + cap,red,wool,4535
male,summer,office,eastern,shalwar kameez,peshawari chappal,belt,purple,linen,5041
female,spring,casual,eastern,kurti + plazo,sandals,necklace,red,cotton,11041
female,summer,wedding,western,t shirt + skirt,heels,bracelet,gold,linen,7568
male,winter,christmas,eastern,shalwar kameez + shawl,khussa,belt,red,denim,5229
male,autumn,office,eastern,kurta + waistcoat,peshawari chappal,belt + cap,black,denim,4936
female,autumn,casual,western,light jacket + top + jeans,boots,bracelet,green,denim,19701
female,spring,christmas,western,dress shirt + pants,heels,handbag,green,cotton,9725
female,spring,eid,western,top + jeans,sneakers,necklace,white,cotton,17088
male,winter,eid,eastern,shalwar kameez + shawl,khussa,belt + cap,white,wool,16451
female,summer,walima,eastern,short frock + plazo,sandals,bracelet + handbag,silver,linen,17544
female,summer,office,western,top + baggy jeans,heels,necklace,yellow,linen,13707
male,spring,office,eastern,kurta + pajama,peshawari chappal,belt,black,chiffon,18728
female,winter,eid,western,turtle neck + coat,sneakers,earrings,pastel,wool,10199
male,summer,office,eastern,kurta + pajama,khussa,belt,white,lawn,6193
male,winter,christmas,eastern,kurta + waistcoat,khussa,belt,green,denim,4840
female,winter,barat,western,turtle neck + coat,sandals,earrings,maroon,leather,9106
male,autumn,christmas,eastern,kurta + waistcoat,khussa,watch + cap,green,denim,3665
female,winter,christmas,eastern,long frock + coat,flats,necklace,red,wool,7451
female,autumn,wedding,western,light jacket + top + jeans,sneakers,necklace + bracelet,maroon,linen,13346
male,summer,eid,eastern,shalwar kameez,peshawari chappal,belt + cap,white,linen,2811
female,winter,eid,eastern,kurta + shawl,khussa,earrings,pastel,leather,1419
male,winter,walima,eastern,shalwar kameez + shawl,khussa,cap,silver,leather,14537
female,spring,office,western,dress shirt + pants,heels,handbag,orange,cotton,13842
male,summer,office,eastern,kurta + pajama,peshawari chappal,belt,pink,cotton,5580
male,winter,eid,eastern,shalwar kameez + shawl,peshawari chappal,belt,pastel,leather,19722
male,spring,walima,eastern,kurta + pajama,khussa,cap,white,cotton,7711
male,winter,wedding,eastern,shalwar kameez + shawl,khussa,belt,maroon,wool,6428
female,spring,office,eastern,kurti + plazo,khussa,necklace,gold,cotton,16586
male,spring,christmas,eastern,kurta + pajama,khussa,belt,green,cotton,10137
male,summer,walima,western,hawaiian shirt + chinos,formal shoes,watch + belt,white,lawn,14098
male,spring,mehndi,western,t shirt + joggers,loafers,belt + cap,green,chiffon,18136
female,autumn,eid,eastern,kurti + trouser,khussa,necklace + handbag,white,linen,2207
male,autumn,wedding,western,light jacket + chinos,sneakers,belt,red,denim,18575
female,autumn,mehndi,western,light jacket + top + jeans,boots,handbag + necklace,orange,linen,4733
female,autumn,office,western,light jacket + top + jeans,sandals,handbag,blue,linen,11830
female,summer,eid,western,t shirt + skirt,sneakers,bracelet,white,cotton,11082
male,summer,wedding,eastern,kurta + pajama,khussa,cap + belt,red,lawn,13518
female,spring,office,eastern,kurti + plazo,khussa,necklace,brown,chiffon,19257
male,winter,walima,eastern,shalwar kameez + shawl,peshawari chappal,belt,silver,wool,2138
male,winter,office,eastern,kurta + waistcoat,khussa,belt,gold,leather,1666
male,autumn,walima,eastern,kurta + waistcoat,khussa,cap + belt,silver,linen,12618
female,spring,office,eastern,kurti + plazo,sandals,earrings + bracelet,navy,chiffon,5675
male,autumn,christmas,eastern,kurta + waistcoat,peshawari chappal,belt + cap,red,denim,2383
male,spring,mehndi,western,t shirt + joggers,formal shoes,belt,yellow,cotton,3226
female,spring,office,western,top + jeans,boots,earrings + bracelet,orange,chiffon,2472
male,autumn,office,western,light jacket + chinos,loafers,watch,beige,denim,1337
male,winter,office,eastern,kurta + waistcoat,khussa,cap,silver,denim,15407
male,autumn,wedding,western,shirt + jeans,sneakers,cap,red,linen,6986
male,winter,eid,eastern,shalwar kameez + shawl,khussa,watch,pastel,leather,8248
male,autumn,mehndi,eastern,kurta + waistcoat,peshawari chappal,belt + watch,green,linen,16124
female,autumn,mehndi,western,light jacket + top + jeans,sneakers,bracelet,green,linen,4981
male,summer,barat,western,t shirt + shorts,formal shoes,belt + cap,red,cotton,19059
female,winter,christmas,western,hoodie + baggy jeans,heels,necklace,red,leather,9123
female,winter,mehndi,eastern,long frock + coat,khussa,bracelet,orange,denim,13571
male,spring,walima,eastern,kurta + pajama,peshawari chappal,belt,white,chiffon,5297
male,summer,office,western,t shirt + shorts,boots,watch,pink,cotton,9818
male,summer,wedding,western,t shirt + jeans,sneakers,cap,gold,lawn,6871
female,winter,barat,eastern,kurta + shawl,khussa,earrings,red,denim,15939
male,winter,walima,western,jacket + jeans,boots,watch + belt,silver,wool,10966
male,spring,walima,eastern,kurta + pajama,khussa,belt + cap,silver,cotton,3507
female,spring,casual,eastern,kurti + plazo,sandals,necklace + earrings,navy,chiffon,17098
male,autumn,barat,eastern,kurta + waistcoat,peshawari chappal,belt,gold,linen,17541
female,autumn,casual,western,light jacket + top + jeans,boots,bracelet,gold,linen,2782
male,summer,casual,western,hawaiian shirt + chinos,boots,cap,blue,linen,10454
female,spring,mehndi,western,dress shirt + pants,sneakers,necklace,yellow,cotton,8446
female,autumn,walima,western,light jacket + top + jeans,heels,necklace,white,denim,19733
female,autumn,eid,eastern,kurti + trouser,khussa,bracelet,white,denim,17182
female,summer,walima,eastern,kurti + trouser,khussa,earrings + bracelet,white,cotton,12489
male,spring,wedding,eastern,kurta + pajama,khussa,cap + watch,maroon,chiffon,1133
male,winter,walima,eastern,kurta + waistcoat,khussa,belt,white,leather,7010
male,winter,mehndi,eastern,kurta + waistcoat,peshawari chappal,watch + belt,green,wool,4398
female,spring,eid,eastern,kurti + plazo,sandals,necklace,pastel,chiffon,18393
male,autumn,walima,western,shirt + jeans,formal shoes,belt + cap,white,denim,3332
male,autumn,mehndi,western,light jacket + chinos,loafers,belt + cap,green,denim,14867
male,summer,barat,western,t shirt + shorts,sneakers,watch + cap,gold,lawn,6567
female,spring,walima,eastern,kurti + plazo,sandals,handbag,white,chiffon,6652
male,summer,walima,eastern,shalwar kameez,khussa,watch,white,cotton,3207
female,autumn,barat,eastern,kurti + trouser,sandals,bracelet,maroon,denim,18353
male,summer,mehndi,western,t shirt + jeans,formal shoes,watch,green,cotton,12268
female,winter,office,eastern,long frock + coat,khussa,earrings + necklace,blue,denim,6340
male,spring,christmas,eastern,kurta + pajama,khussa,belt,green,cotton,7329
female,autumn,wedding,western,light jacket + top + jeans,sneakers,bracelet,maroon,linen,10364
male,winter,walima,western,hoodie + jeans,formal shoes,watch + belt,silver,leather,7759
male,summer,wedding,western,hawaiian shirt + chinos,boots,watch,maroon,linen,13101
male,summer,barat,western,hawaiian shirt + chinos,sneakers,cap,red,cotton,17847
male,winter,mehndi,western,sweatshirt + joggers,formal shoes,watch,green,wool,11983
female,winter,walima,eastern,kurta + shawl,flats,handbag + earrings,white,denim,8621
male,winter,mehndi,western,sweatshirt + joggers,loafers,cap,green,wool,3885
female,autumn,casual,eastern,kurti + trouser,khussa,earrings,navy,linen,16978
female,autumn,casual,western,light jacket + top + jeans,heels,earrings + handbag,white,linen,10331
male,spring,barat,western,blazer + jeans,sneakers,cap,maroon,chiffon,2488
male,winter,christmas,western,hoodie + jeans,boots,belt,green,wool,12401
female,spring,barat,western,top + jeans,heels,necklace + earrings,red,cotton,2194
male,autumn,christmas,eastern,kurta + waistcoat,khussa,cap,red,linen,9888
female,winter,office,eastern,long frock + coat,flats,earrings,yellow,denim,17173
female,autumn,mehndi,western,light jacket + top + jeans,sandals,earrings,orange,denim,18493
male,winter,christmas,western,hoodie + jeans,loafers,watch,red,denim,4170
male,summer,mehndi,western,t shirt + shorts,loafers,belt + watch,green,cotton,15228
female,spring,walima,western,dress shirt + pants,boots,handbag,silver,cotton,14787
female,winter,barat,western,sweater + jeans,sandals,necklace + handbag,maroon,wool,13410
male,autumn,barat,western,shirt + jeans,sneakers,watch,gold,denim,16746
female,winter,office,eastern,kurta + shawl,khussa,bracelet,maroon,wool,17747
male,winter,eid,eastern,shalwar kameez + shawl,peshawari chappal,cap,pastel,denim,17961
male,spring,casual,eastern,kurta + pajama,peshawari chappal,belt + watch,pink,chiffon,9657
male,autumn,office,eastern,kurta + waistcoat,peshawari chappal,cap + belt,maroon,denim,17465
female,spring,office,western,dress shirt + pants,boots,earrings,gold,cotton,1582
male,summer,christmas,eastern,kurta + pajama,khussa,belt + cap,green,linen,19861
male,spring,wedding,western,t shirt + joggers,loafers,watch,red,chiffon,13988
female,spring,casual,western,dress shirt + pants,sandals,earrings,orange,cotton,9241
male,summer,casual,eastern,shalwar kameez,khussa,cap,purple,lawn,12500
male,summer,walima,western,t shirt + jeans,boots,belt,white,lawn,9725
male,spring,casual,eastern,kurta + pajama,khussa,cap,maroon,cotton,9111
female,spring,mehndi,eastern,kurti + plazo,sandals,bracelet,orange,chiffon,17719
male,spring,walima,eastern,kurta + pajama,peshawari chappal,watch,silver,chiffon,15722
male,winter,barat,eastern,shalwar kameez + shawl,peshawari chappal,belt,gold,denim,6378
male,winter,casual,eastern,shalwar kameez + shawl,khussa,cap + watch,navy,wool,7610
female,spring,office,eastern,kurti + plazo,flats,handbag,navy,cotton,8858
female,summer,wedding,western,t shirt + skirt,sandals,earrings + handbag,gold,linen,5721
male,winter,eid,western,sweatshirt + joggers,loafers,belt + watch,white,wool,9850
female,spring,casual,eastern,kurti + plazo,khussa,handbag + necklace,white,cotton,9786
female,summer,barat,eastern,short frock + plazo,sandals,handbag,maroon,linen,14448
male,autumn,walima,western,shirt + jeans,boots,cap,silver,linen,17914
male,summer,office,eastern,kurta + pajama,khussa,belt + cap,black,cotton,8050
male,spring,office,eastern,kurta + pajama,peshawari chappal,cap,purple,chiffon,3022
female,autumn,barat,eastern,kurti + trouser,sandals,necklace + earrings,gold,denim,14983
male,spring,mehndi,eastern,kurta + pajama,khussa,watch,green,chiffon,10775
male,spring,eid,eastern,kurta + pajama,khussa,cap,pastel,chiffon,19224
female,autumn,eid,eastern,kurti + trouser,khussa,earrings,white,linen,1046
female,autumn,office,eastern,kurti + trouser,khussa,bracelet + earrings,navy,linen,16450
female,summer,office,western,top + baggy jeans,boots,necklace,maroon,lawn,1326
male,winter,office,eastern,kurta + waistcoat,khussa,cap,brown,wool,13798
female,summer,christmas,western,t shirt + skirt,sneakers,handbag,green,lawn,16962
male,winter,christmas,eastern,shalwar kameez + shawl,khussa,watch,red,wool,17832
female,spring,walima,western,dress shirt + pants,heels,bracelet + handbag,silver,cotton,17599
female,winter,barat,eastern,kurta + shawl,khussa,earrings + bracelet,gold,leather,2644
female,winter,wedding,eastern,long frock + coat,sandals,bracelet,gold,denim,18078
male,winter,wedding,western,hoodie + jeans,boots,watch + cap,red,leather,17948
female,summer,christmas,eastern,long frock + tights,khussa,bracelet + handbag,red,linen,10488
male,winter,walima,western,jacket + jeans,boots,belt + cap,white,denim,11411
male,spring,wedding,eastern,kurta + pajama,khussa,belt,gold,cotton,13390
female,winter,christmas,eastern,kurta + shawl,flats,necklace + bracelet,green,wool,1287
male,winter,mehndi,eastern,shalwar kameez + shawl,peshawari chappal,belt,yellow,leather,8040
male,summer,mehndi,eastern,kurta + pajama,khussa,watch,yellow,lawn,18128
male,spring,walima,eastern,kurta + pajama,khussa,cap + belt,white,cotton,16761
male,spring,wedding,eastern,kurta + pajama,peshawari chappal,watch,red,cotton,19758
female,winter,eid,eastern,kurta + shawl,sandals,earrings + handbag,pastel,wool,4383
male,winter,walima,western,jacket + jeans,sneakers,cap + belt,silver,leather,6814
male,autumn,barat,western,shirt + jeans,boots,belt + cap,gold,denim,11867
female,winter,mehndi,western,turtle neck + coat,boots,bracelet + necklace,green,wool,16714
male,autumn,mehndi,western,light jacket + chinos,sneakers,cap + watch,green,denim,8528
male,spring,barat,western,dress shirt + chinos,boots,belt + cap,gold,chiffon,13290
female,autumn,casual,western,light jacket + top + jeans,sneakers,necklace,silver,linen,2777
female,summer,eid,eastern,kurti + trouser,sandals,handbag,pastel,linen,4620
female,summer,mehndi,western,t shirt + skirt,sandals,necklace,yellow,lawn,15176
female,autumn,eid,western,light jacket + top + jeans,sandals,necklace,white,denim,9632
male,winter,christmas,eastern,shalwar kameez + shawl,khussa,cap + belt,green,wool,1845
male,autumn,office,eastern,kurta + waistcoat,peshawari chappal,cap,white,linen,9265
male,summer,eid,western,t shirt + jeans,boots,belt,white,lawn,4737
female,autumn,barat,western,light jacket + top + jeans,sneakers,necklace,maroon,denim,12930
female,winter,eid,western,hoodie + baggy jeans,sandals,bracelet,pastel,denim,10494
female,winter,mehndi,eastern,kurta + shawl,flats,earrings,orange,wool,5265
male,spring,walima,eastern,kurta + pajama,khussa,cap + belt,silver,cotton,8140
female,autumn,eid,western,light jacket + top + jeans,boots,bracelet + handbag,white,denim,19498
male,winter,walima,western,turtle neck + jeans,boots,cap,white,denim,19154
female,summer,walima,eastern,kurti + trouser,sandals,necklace,silver,lawn,16310
male,summer,christmas,western,hawaiian shirt + chinos,loafers,cap,green,linen,12138
male,summer,eid,western,t shirt + jeans,loafers,watch + belt,white,lawn,14936
female,spring,office,western,top + jeans,sneakers,necklace + earrings,pink,cotton,1243
male,summer,christmas,eastern,kurta + pajama,khussa,belt,green,cotton,5431
male,autumn,wedding,eastern,kurta + waistcoat,peshawari chappal,cap,gold,linen,11238
male,autumn,casual,western,light jacket + chinos,boots,watch,silver,denim,15686
female,summer,office,eastern,long frock + tights,khussa,earrings,navy,cotton,5785
female,spring,office,western,top + jeans,boots,handbag,gold,chiffon,18799
female,autumn,casual,western,light jacket + top + jeans,heels,handbag + bracelet,maroon,denim,4002
female,spring,casual,eastern,kurti + plazo,khussa,earrings,green,cotton,16832
female,autumn,office,western,light jacket + top + jeans,sneakers,earrings,silver,linen,3777
male,spring,eid,western,t shirt + joggers,loafers,cap,pastel,chiffon,17296
female,spring,office,eastern,kurti + plazo,sandals,bracelet + necklace,purple,cotton,4475
female,summer,walima,western,top + baggy jeans,heels,handbag,white,cotton,4506
female,autumn,walima,eastern,kurti + trouser,flats,bracelet + earrings,silver,linen,17864
male,summer,casual,eastern,shalwar kameez,khussa,cap + watch,brown,linen,2971
male,summer,walima,eastern,kurta + pajama,peshawari chappal,cap,silver,lawn,13465
male,spring,mehndi,western,t shirt + joggers,formal shoes,cap,green,cotton,18689
male,autumn,walima,eastern,kurta + waistcoat,peshawari chappal,cap,white,linen,9872
female,summer,christmas,western,dress,boots,earrings + bracelet,green,cotton,19337
female,winter,walima,western,turtle neck + coat,boots,handbag,silver,leather,13500
female,spring,christmas,western,top + jeans,sandals,necklace + handbag,green,chiffon,8803
male,autumn,casual,western,shirt + jeans,formal shoes,watch,green,denim,2613
male,winter,barat,eastern,kurta + waistcoat,khussa,belt,maroon,wool,8173
female,winter,mehndi,eastern,kurta + shawl,sandals,earrings,green,wool,7074
female,summer,barat,western,dress,sandals,necklace,red,cotton,10519
male,autumn,christmas,western,light jacket + chinos,sneakers,belt + watch,green,denim,15328
male,spring,casual,eastern,kurta + pajama,peshawari chappal,cap + watch,beige,cotton,14510
female,summer,casual,eastern,short frock + plazo,flats,necklace + earrings,gold,cotton,6913
female,winter,office,western,turtle neck + coat,sandals,bracelet,yellow,wool,16984
female,summer,eid,western,t shirt + skirt,heels,necklace + earrings,white,cotton,1536
female,spring,barat,western,top + jeans,heels,bracelet + necklace,gold,cotton,15540
male,spring,walima,eastern,kurta + pajama,peshawari chappal,cap + watch,silver,chiffon,2881
male,winter,office,western,hoodie + jeans,sneakers,watch + belt,silver,denim,3835
male,spring,eid,eastern,kurta + pajama,khussa,belt,pastel,chiffon,12313
male,winter,barat,eastern,kurta + waistcoat,peshawari chappal,cap,red,wool,3390
female,summer,casual,eastern,long frock + tights,sandals,bracelet,maroon,lawn,13198
female,winter,walima,eastern,kurta + shawl,flats,bracelet + handbag,white,wool,3522
female,summer,christmas,western,dress,sneakers,necklace,green,lawn,12390
female,spring,mehndi,western,top + jeans,sandals,necklace,yellow,cotton,7510
female,winter,barat,eastern,kurta + shawl,khussa,necklace,gold,leather,16027
female,summer,casual,western,dress,boots,bracelet,brown,cotton,7977
male,winter,eid,eastern,shalwar kameez + shawl,khussa,cap + watch,pastel,wool,5443
male,summer,walima,eastern,shalwar kameez,peshawari chappal,belt,white,linen,6316
female,summer,barat,western,top + baggy jeans,boots,bracelet,maroon,linen,10432
female,winter,christmas,western,hoodie + baggy jeans,sandals,handbag,green,leather,11261
male,winter,walima,western,hoodie + jeans,loafers,belt,silver,leather,18832
female,summer,christmas,western,dress,sneakers,necklace,green,lawn,8706
male,summer,christmas,western,hawaiian shirt + chinos,boots,belt,red,lawn,5152
male,autumn,barat,eastern,kurta + waistcoat,khussa,belt + cap,maroon,linen,8379
female,spring,walima,western,dress shirt + pants,sneakers,handbag,silver,chiffon,12498
female,autumn,christmas,western,light jacket + top + jeans,heels,earrings + necklace,green,denim,19960
female,summer,mehndi,eastern,short frock + plazo,sandals,handbag + earrings,green,cotton,6982
male,autumn,eid,western,shirt + jeans,boots,cap + belt,white,denim,11643
male,winter,eid,eastern,kurta + waistcoat,peshawari chappal,belt + watch,pastel,leather,8273
female,summer,barat,western,top + baggy jeans,sandals,earrings,maroon,linen,19588
male,autumn,casual,western,light jacket + chinos,formal shoes,cap,red,linen,16040
female,autumn,eid,western,light jacket + top + jeans,boots,necklace + bracelet,pastel,linen,5581
female,summer,casual,eastern,long frock + tights,sandals,earrings,black,lawn,9711
male,winter,walima,western,turtle neck + jeans,boots,belt + cap,silver,denim,10634
male,spring,christmas,western,t shirt + joggers,loafers,belt,green,chiffon,7760
male,summer,walima,western,hawaiian shirt + chinos,boots,cap,white,cotton,7844
male,winter,christmas,eastern,shalwar kameez + shawl,khussa,watch + belt,red,denim,3832
female,spring,office,eastern,kurti + plazo,flats,necklace + bracelet,blue,chiffon,8381
male,winter,casual,eastern,kurta + waistcoat,khussa,watch,blue,wool,19854
male,summer,mehndi,eastern,kurta + pajama,khussa,belt,green,cotton,18041
female,autumn,wedding,western,light jacket + top + jeans,boots,necklace,red,linen,18447
female,summer,eid,western,t shirt + skirt,sandals,earrings,pastel,lawn,4148
male,autumn,walima,eastern,kurta + waistcoat,khussa,watch + belt,silver,denim,9354
male,autumn,walima,eastern,kurta + waistcoat,peshawari chappal,cap,white,linen,6545
male,spring,christmas,eastern,kurta + pajama,khussa,watch + belt,red,chiffon,5537
female,summer,walima,eastern,short frock + plazo,flats,bracelet,white,cotton,7930
male,spring,wedding,western,blazer + jeans,boots,watch,maroon,cotton,19529
male,summer,eid,western,t shirt + shorts,loafers,watch,pastel,linen,2760
female,spring,mehndi,eastern,kurti + plazo,flats,handbag,orange,cotton,1979
male,winter,office,eastern,shalwar kameez + shawl,khussa,belt,green,wool,11150
female,summer,casual,eastern,short frock + plazo,khussa,earrings + bracelet,blue,cotton,7405
male,spring,walima,western,blazer + jeans,boots,belt + watch,white,cotton,8382
male,winter,barat,western,jacket + jeans,sneakers,belt,red,leather,7612
female,summer,mehndi,eastern,long frock + tights,flats,bracelet,orange,lawn,9643
male,summer,barat,eastern,kurta + pajama,khussa,watch,red,cotton,12755
male,autumn,mehndi,western,shirt + jeans,boots,watch + belt,green,denim,15379
male,summer,christmas,eastern,kurta + pajama,peshawari chappal,belt + cap,green,cotton,16142
